Name,X,Y,Target,Layer,Sublayer,row,column,GlobalNode,ActiveNode,Weight,Group,Layer2,Minimum,Maximum,Component,Type,Layer_Elevation,Time
MW-104,2277722.344848,10431873.339924,6.310000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,4529.000000
MW-104,2277722.344848,10431873.339924,4.500000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,4881.000000
MW-104,2277722.344848,10431873.339924,4.870000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,5259.000000
MW-104,2277722.344848,10431873.339924,3.600000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,5610.000000
MW-104,2277722.344848,10431873.339924,7.790000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,5983.000000
MW-104,2277722.344848,10431873.339924,4.220000,10,1,245,71,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6623.864000,6358.000000
MW-105,2276340.268814,10430608.651752,0.650000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,3447.000000
MW-105,2276340.268814,10430608.651752,0.620000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,3786.000000
MW-105,2276340.268814,10430608.651752,0.380000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,4527.000000
MW-105,2276340.268814,10430608.651752,0.490000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,4883.000000
MW-105,2276340.268814,10430608.651752,0.430000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,5259.000000
MW-105,2276340.268814,10430608.651752,0.520000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,5806.000000
MW-105,2276340.268814,10430608.651752,0.550000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,5983.000000
MW-105,2276340.268814,10430608.651752,0.510000,9,1,244,52,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6525.355000,6356.000000
MW-108,2270074.104457,10436365.050174,0.300000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,3786.000000
MW-108,2270074.104457,10436365.050174,0.240000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,4524.000000
MW-108,2270074.104457,10436365.050174,0.240000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,4881.000000
MW-108,2270074.104457,10436365.050174,0.250000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,5350.000000
MW-108,2270074.104457,10436365.050174,0.270000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,5609.000000
MW-108,2270074.104457,10436365.050174,0.300000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,5981.000000
MW-108,2270074.104457,10436365.050174,0.250000,10,1,159,49,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6382.386500,6352.000000
MW-109,2272736.056364,10436055.869256,80.700000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,3959.000000
MW-109,2272736.056364,10436055.869256,101.940000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,4134.000000
MW-109,2272736.056364,10436055.869256,133.090000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,4526.000000
MW-109,2272736.056364,10436055.869256,130.260000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,4883.000000
MW-109,2272736.056364,10436055.869256,72.490000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,5259.000000
MW-109,2272736.056364,10436055.869256,200.480000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,5805.000000
MW-109,2272736.056364,10436055.869256,220.020000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,5986.000000
MW-109,2272736.056364,10436055.869256,50.400000,12,1,180,65,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6530.257000,6210.000000
MW-112,2271690.839421,10433902.035640,0.270000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,3960.000000
MW-112,2271690.839421,10433902.035640,0.410000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,4527.000000
MW-112,2271690.839421,10433902.035640,0.250000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,4882.000000
MW-112,2271690.839421,10433902.035640,0.310000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,5259.000000
MW-112,2271690.839421,10433902.035640,0.260000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,5609.000000
MW-112,2271690.839421,10433902.035640,0.280000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,5982.000000
MW-112,2271690.839421,10433902.035640,0.250000,7,1,188,43,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6450.987500,6210.000000
MW-113,2273219.458068,10433150.586144,45.020000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,3961.000000
MW-113,2273219.458068,10433150.586144,46.720000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,4527.000000
MW-113,2273219.458068,10433150.586144,38.790000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,4882.000000
MW-113,2273219.458068,10433150.586144,40.490000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,5259.000000
MW-113,2273219.458068,10433150.586144,41.630000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,5610.000000
MW-113,2273219.458068,10433150.586144,47.860000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,5982.000000
MW-113,2273219.458068,10433150.586144,37.660000,7,1,204,48,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6487.841000,6211.000000
MW-114,2272232.846841,10433025.616381,0.390000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,3787.000000
MW-114,2272232.846841,10433025.616381,0.200000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,4527.000000
MW-114,2272232.846841,10433025.616381,0.180000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,4882.000000
MW-114,2272232.846841,10433025.616381,0.210000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,5259.000000
MW-114,2272232.846841,10433025.616381,0.210000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,5609.000000
MW-114,2272232.846841,10433025.616381,0.170000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,5982.000000
MW-114,2272232.846841,10433025.616381,0.190000,8,1,198,40,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6428.642500,6210.000000
MW-115M,2273449.420146,10432033.079130,1.380000,9,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6406.116000,3788.000000
MW-115M,2273449.420146,10432033.079130,0.370000,9,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6406.116000,4133.000000
MW-115M,2273449.420146,10432033.079130,0.480000,9,1,213,42,1,1,1.000000,1,0,0.000000,0.000000,1,Concentration,6406.116000,4525.000000
